,Year,Album Names,Album Type,Record Label(s),Song Name,Medley,Artist(s),Composer(s),Lyricist(s),Adapted from,Originally Sang by,Movie,Movie Role,Lyrics,Source
86,1981,摩登保鑣,Full,寶麗多,扮嘢,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"扮嘢

我時時扮嘢 言談扮相妖冶
逢人就嗲 行為十足小姐
動作多扭擰 行路腰似蛇 雙眼又邪
帽又戴歪

時時扮嘢 完全掂過碌蔗
頻頻換車 其實係指單車
做廁所洗地 成日充少爺
人人窒我 我照扮嘢

我老竇查實姓謝(謝謝謝...)
改咗佢話姓小野(野野野...)
出街我仲夠LAIR-HAIR(LAIR-HAIR)
冇雨落成日帶遮(遮遮遮...)

野野野...

時時扮嘢有料又好演嘢
求其亂車 俄文日文識寫
重要懶醒目 凡時都要FAIR 敦正大蛇
重招待記者

時時扮嘢 何妨扮到拼PAIR
逢人就賒 唔掂就搵姑姐
話阿三叔病 尋日死阿爺
連隨掂曬 我靠扮嘢

我老竇查實姓謝(謝謝謝....)
改咗佢話姓小野(野野野...)
出街我仲夠LAIR-HAIR(LAIR-HAIR)
冇雨落成日帶遮(遮遮遮...)

野野野....

時時扮嘢 言談扮相妖冶
逢人就嗲 行為十足小姐
動作多扭擰 行路腰似蛇 雙眼又邪
帽又戴歪

時時扮嘢 完全掂過碌蔗
頻頻換車 其實係指單車
做廁所洗地 成日充少爺
人人窒我 我照扮嘢",KKBOX.com
87,1981,摩登保鑣,Full,寶麗多,笑吓就算,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"笑下就算 無謂咁緊張笑下就算
人海滄桑多變遷 誰會永遠獲如願
是非得失少不免 要順下自然

笑下就算 毋用太憂心笑下就算
無須天天多牽掛 雲會散去月重現
漫天風霜終轉暖 地球日日轉

何必諸多淒酸 容我衷心相勸
塵世種種恩怨 他朝也盡化煙
人生多麼短 誰顧得這麼遠
時間匆匆咁轉 轉眼就完

笑下就算 凡事要睇開笑下就算
如果衝出這個圈 唔怕再會受迷亂
蝕抵多少都算 地球日日轉

何必諸多淒酸 容我衷心相勸
塵世種種恩怨 他朝也盡化煙
人生多麼短 誰顧得這麼遠
時間匆匆咁轉 轉眼就完

笑下就算 毋用太憂心笑下就算
無須天天多牽掛 雲會散去月重現
漫天風霜終轉暖 地球日日轉
地球日日轉 地球日日轉
地球日日轉 地球日日轉
地球日日轉 地球日日轉",KKBOX.com
88,1981,摩登保鑣,Full,寶麗多,長春不老,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"要長春不老 秋風一氣就進補
要長春不老 大閘蟹應該淨吃羔
成日要燉翅食燕窩奶露
平時吃飯吃藥要依鐘數
要長春不老 心境咪暴躁

要長春不老 朝朝起身練跳高
要長春不老 落雨打風亦要操
晨運托住塊石YANG幾里路
蟷螂大極劍術要耍幾套
要長春不老 郁多Ｄ最著數

一出親街你要記住剃鬚
額角一見脫髮成日戴帽
老友問年齡求其亂報 時時認細佬

要長春不老 早起早抖就最好 (身體會好好好好)
要長春不老酒色煙賭話句NO (幾大要NO NO NO NO)
成日搏命去學最新舞步
平時假日記住著Ｄ花布
要長春不老 通通要做到

一出親街你要記住剃鬚
額角一見脫髮成日戴帽
老友問年齡求其亂報 時時認細佬

要長春不老 早起早抖就最好 (身體會好好好好)
要長春不老酒色煙賭話句NO (幾大要NO NO NO NO)
成日搏命去學最新舞步
平時假日記住著Ｄ花布
要長春不老 通通要做到

要長春不老 通通要做到",KKBOX.com
89,1981,摩登保鑣,Full,寶麗多,我的心仍屬於您,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"共妳意見多分歧 事到予今不可再避
子女在遊戲 全未瞭解雙親痛悲

望妳對阿輝阿薇 倍加關心體恤佢地
使佢地明理 咪把DADDY在心記

情所鍾 妳未有相欺 何須多介懷是與非
緣已盡 一早已預備 無奈我不忍拾離妳

共妳此刻惜分離 各走一方分飛異地
輕挽著行李 甜蜜往昔偏偏記起

念八載枕邊恩情 說不出心中滋味
怎去淡忘妳 我的心仍屬於妳

情所鍾 妳未有相欺 何須多介懷是與非
緣已盡 一早已預備 無奈我不忍拾離妳

共妳此刻惜分離 各走一方分飛異地
輕挽著行李 甜蜜往昔偏偏記起

念八載枕邊恩情 說不出心中滋味
怎去淡忘妳 我的心仍屬於妳

怎去淡忘妳 我的心仍屬於妳",KKBOX.com
90,1981,摩登保鑣,Full,寶麗多,恭喜！恭喜！,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"恭喜 恭喜 春節笑微微 財神陪住你 時時大四喜
恭喜 恭喜 福到你門楣 場場馬都勝利 週年有運氣

恭喜 恭喜 考試冇話肥 兒童成大器 才華耀世紀
恭喜 恭喜 雞靚鴨又肥 人人有本有利 聲名遍萬里

多吉多利 年頭好景好到尾 添屋添地 文鹹東街歸曬你
恭祝街坊老友記 個個一切順順利 老李老四互助又和氣

恭喜 恭喜 婚禮快定期 同諧連理 連隨就有喜
恭喜 恭喜 夫婦冇別離 人人冇乜禁忌 精神夾健美

多吉多利 年頭好景好到尾 歡天喜地 燃油減番七個四
恭祝街坊老友記 個個一切順順利 老李老四互助又和氣

恭喜 恭喜 婚禮決定期 同諧連理 連隨就有喜
恭喜 恭喜 夫婦冇別離 人人冇乜禁忌 精神夾健美

人人冇乜禁忌 精神夾健美",KKBOX.com
91,1981,摩登保鑣,Full,寶麗多,人辦,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"佢為人無聊返工等放工
時時蛇王郁D詐胃痛
隨時頭暈傷風腳話凍
放假俾佢即刻通街貢

求人同情花款幾百種
時時同人Wear水當贈送
每次到佢出錢嗌肉痛
送嘢俾個Girl friend出手重

佢成條搞風搞雨掘尾龍
隨時等炒攞慣大信封
頻頻有意製造人內鬨
佢望人罷晒工

同人嘈把聲響過喇叭筒
一打交「啜」聲屈尾十嗌鬆
走精面卸晒膊累埋大眾
專門搞搞貢

佢時時同人打牌專搏懵
明明人求「卡窿」佢話碰
詐詐諦諦偷睇四面哄
佢最鐘意週身郁郁貢

平時逢人請飲梗肚空
同檯人人乾杯佢食餸
次次同人猜枚冇話中
到尾梗要打包幾斤重

佢成條搞風搞雨掘尾龍
隨時等炒攞慣大信封
頻頻有意製造人內鬨
佢望人罷晒工

同人嘈把聲響過喇叭筒
一打交「啜」聲屈尾十嗌鬆
走精面卸晒膊累埋大眾
專門搞搞貢

佢為人無聊返工等放工
時時蛇王郁D詐胃痛
隨時頭暈傷風腳話凍
放假俾佢即刻通街貢

求人同情花款幾百種
時時同人Wear水當贈送
每次到佢出錢嗌肉痛
送嘢俾個Girl friend出手重",KKBOX.com
92,1981,摩登保鑣,Full,寶麗多,陽光,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"陽光 將失意化造熱望
明朗 會驅散心中驚慌
陽光 使山明水秀氣又壯
溫暖滲入潮浪 明艷遍天空四方

陽光 把一切變做願望
明朗 百花也充滿芬芳
陽光 使枝頭小鳥唱近況
解我恨憂煩悶身心盡開朗

熱與光天天都不忘 燃亮世間顆顆心房
能令世界進步 人人健康
熱與光分分不隱藏 長日發出金色光芒
常令您我快樂 抑鬱也盡放

(陽光 將失意化造熱望)
(明朗 會驅散心中驚慌)

陽光 使山明水秀氣又壯
溫暖滲入潮浪 明艷遍天空四方

(陽光 把一切變做願望)
(明朗 百花也充滿芬芳)

陽光 使枝頭小鳥唱近況
解我恨憂煩悶身心盡開朗

熱與光天天都不忘 燃亮世間顆顆心房
能令世界進步 人人健康
熱與光分分不隱藏 長日發出金色光芒
常令您我快樂 抑鬱也盡放

熱與光天天都不忘 燃亮世間顆顆心房
能令世界進步 人人健康
熱與光分分不隱藏 長日發出金色光芒
常令您我快樂 抑鬱也盡放

熱與光天天都不忘 燃亮世間顆顆心房
能令世界進步 人人健康
熱與光分分不隱藏 長日發出金色光芒
常令您我快樂 抑鬱也盡放",mojim.com
93,1981,摩登保鑣,Full,寶麗多,甜蜜的往事,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"獨回味甜蜜的往事 我共您綠野中散步
綿綿情意 您輕執起一節樹枝
在松樹塗劃一愛字 您仲會用個心括住
柔情無限 百般心思 使我會意

您話逢失意時 此心會為我醫
我若然心變時 此心會話您知

願留住甜蜜的往事 幻夢裏共您喜再遇
綿綿情義 您輕執起一塊石子
在岩石塗劃一愛字 您又試用個心括住
柔情無限 百般心思 體貼盡致

您話逢失意時 此心會為我醫
我若然心變時 此心會話您知

獨回味甜蜜的往事 我共您綠野中散步
綿綿情意 您輕執起一節樹枝
在松樹塗劃一愛字 您仲會用個心括住
柔情無限 百般心思 使我會意",KKBOX.com
94,1981,摩登保鑣,Full,寶麗多,歌曲解困憂,,許冠傑,Albert Hammond;Roger Cook,許冠傑;黎彼得,Good Old Days,,,,"樂韻此際輕奏 期望您願接受
願您跟我邊唱邊跳 空間充滿熱流
愉快心裡輕透(ho...la la la)
疑慮放在腦後(ho...la la la)
莫計彼我相愛相勉(ho...la la la)
好歌唱多首(ho...la la la)

唱首歌解憂愁 能忘掉心中嘅自疚
每感悔恨時候 借歌聲將那悲哀輕送走
唱首歌解憂愁 麻煩事心中再沒有
每感厭倦時候 以歌曲解困憂

大眾心意相扣 尋樂趣敘下舊
樂韻使您解去束縛 心中感到自由
盡興一次點夠(ho...la la la)
還望我哋以後(ho...la la la)
又再多次歡對歡笑(ho...la la la)
好歌唱不休(ho...la la la)

唱首歌解憂愁 能忘掉心中嘅自疚
每感悔恨時候 借歌聲將那悲哀輕送走
唱首歌解憂愁 麻煩事心中再沒有
每感厭倦時候 以歌曲解困憂

Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba

Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba

Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba

Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba",mojim.com
95,1981,摩登保鑣,Full,寶麗多,我問,,許冠傑,馮添枝,黃霑,,,,,"我問 點會從前咁天真
不追名利 不染紅塵 相信美夢可變真
我問 點會從前咁可親
不知懷恨 不結仇人 相信個個係好人

究竟誰使我改變 令我消失了本真
再沒有傻氣 再沒有純潔 決定遺忘可愛的心
如何再變番好似同舊陣時 除盡俗氣俗韻

我問 點會從前咁天真
不追名利 不染紅塵 相信美夢可變真
我問 點會從前咁可親
不知懷恨 不結仇人 相信個個係好人

究竟誰使我改變 令我消失了本真
再沒有傻氣 再沒有純潔 決定遺忘可愛的心
如何再變番好似同舊陣時 除盡俗氣俗韻",KKBOX.com
96,1982,難忘您·紙船,Full,寶麗多,難忘您,,許冠傑,許冠傑,許冠傑,,,,,"當天分手 是我怪錯了您
一聲GOODBYE 然後各也不理
離別後才知道 無論我怎樣
也難忘您

難忘您的姿態動靜
略帶憂鬱的一雙眼睛
難忘記你的淺笑
像春天 像陽光照
和那離別匆匆的背影

每天把臂漫步
夜看星星一粒粒去數
難忘記您的擁抱
在雨中狂然起舞
和您常伴我心曲細訴

難忘您對我那種體貼入微
時時刻刻腦海中都緊記
愈想忘掉您 愈難忘掉您
我悔恨 我悔恨 我悔恨
把您欺

難忘您的姿態動靜
略帶憂鬱的一雙眼睛
難忘記你的淺笑
像春天 像陽光照
和那離別匆匆的背影

(每天把臂漫步 夜看星星一粒粒去數)
難忘記您的擁抱
在雨中狂然起舞
和您常伴我心曲細訴

難忘您對我那種體貼入微
時時刻刻腦海中都緊記
愈想忘掉您 愈難忘掉您
我悔恨 我悔恨 我悔恨
把您欺

為何每天感到乏味
為何夜裡輾轉傷悲

曾話過再也不想您
但到今天仍忘不了您
其實我還是深深愛著您

曾話過再也不想您
但到今天仍忘不了您
其實我還是深深愛著您",KKBOX.com
97,1982,難忘您·紙船,Full,寶麗多,最佳拍檔,,許冠傑,許冠傑,許冠傑,,,,,"你名叫叮噹 個樣似蜜糖 平易近人 清新開朗
我名叫King Kong 個款似James Bond 最佳拍檔

咖啡你沖水 我加奶落糖 你洗衫我將Ｄ衫燙
我幫你溫錢 你幫我清倉 最佳拍檔

有乜野衝撞 你跟我不妨 拋開顧忌坐低講
你需要幫忙 我梗會幫忙 點樣辛苦都無相干

你晌我身邊 我不再彷徨 兩家一對膽都壯
我一切擔當 你不會驚慌 最佳拍檔

有乜野衝撞 你跟我不妨 拋開顧忌坐低講
你需要幫忙 我梗會幫忙 點樣辛苦都無相干

你晌我身邊 我不再彷徨 兩家一對膽都壯
我一切擔當 你可以心安 最佳拍檔

我地係 最佳拍檔
永遠係 最佳拍檔",KKBOX.com
98,1982,難忘您·紙船,Full,寶麗多,我像一片雲,,許冠傑,許冠傑,許冠傑,,,,,"我像一片雲 隨風飄遠飄近
南北西東 留低腳印 不知傷了幾遍心

我像一片雲 誰知飄到妳身近
明知不應 留低愛印 無奈已經情難自禁

今天我倆是愛人 明天請不要多問
此刻便已是永恆 只要愛得夠深

我像一片雲 如今北風已吹近
留低首歌 和一個吻 期望有天重彈舊韻

我像一片雲 誰知飄到妳身近
明知不應 留低愛印 無奈已經情難自禁

今天我倆是愛人 明天請不要多問
此刻便已是永恆 只要愛得夠深

我像一片雲 如今北風已吹近
留低首歌 和一個吻 期望有天重彈舊韻",KKBOX.com
99,1982,難忘您·紙船,Full,寶麗多,十全十美,,許冠傑,許冠傑,黎彼得,,,,,"我為尋伴侶諸多理想 盼望能如願以償
佢要十全十美品性優良 端莊純品人內向

要動人貌美肌膚似霜 愛重情濃義更長
對我服從像隻小羔羊 有好好文學修養

嘗盡野花百種幽香 仍然未得樂暢
各地盡覓懷著希望 徒然夢一場

我惘然頓覺不敢去想 再望能如願以償
那有十全十美的姑娘 只好留在歌唱

La......

佢要動人貌美肌膚似霜 愛重情濃義更長
對我服從像隻小羔羊 有好好文學修養

嘗盡野花百種幽香 仍然未得樂暢
各地盡覓懷著希望 徒然夢一場

我惘然頓覺不敢去想 再望能如願以償
那有十全十美的姑娘 只好留在歌唱

La......",KKBOX.com
100,1982,難忘您·紙船,Full,寶麗多,快樂,,許冠傑,許冠傑,許冠傑,,,,,"快樂是陽光普照的清晨 快樂是流水美妙的音韻
快樂其實分分鐘把您等 只要您 識得點去搵

快樂是尋找天際的星辰 快樂是回憶沙灘的足印
快樂其實邊一位都有份 不管您是富或貧

朋友愛 父母恩 每刻溫暖在我心
豁達滿足 仁愛施恩 快樂 便常共您相親

快樂是離開都市的煙塵 快樂是回家往浴缸一浸
快樂是一首好歌嘴裡哼 一張晚報 一杯香檳

快樂是賢妻給我的精神 快樂是兒子親暱的一吻
快樂長伴我這一生 皆因我是快樂人

快樂其實邊一位都有份 不管您是富或貧

朋友愛 父母恩 每刻溫暖在我心
豁達滿足 仁愛施恩 快樂 便常共您相親

快樂是離開都市的煙塵 快樂是回家往浴缸一浸
快樂是一首好歌嘴裡哼 一張晚報 一杯香檳

快樂是賢妻給我的精神 快樂是兒子親暱的一吻
快樂長伴我這一生 皆因我是快樂人
快樂長伴我這一生 皆因我是快樂人",KKBOX.com
101,1982,難忘您·紙船,Full,寶麗多,迷途的小羔羊,,許冠傑,許冠傑,黎彼得,,,,,"迷途的小羔羊，彷徨不知方向，
對遠景空迷惘，未會衡量，
如求跨過高牆，全憑本身修養，
你要爭取上進，苦痛亦應嚐。

小羔羊，願你意志似驕陽，
山崗上，挑戰露冷風霜，
小羔羊，遇到挫折要堅強，
應該像，雛鳥學翱翔。

人如水那可量，提防荊棘魔障，
你要分清邪正，慧眼明亮，
迷途的小羔羊，如能分清方向，
你放心天涯去，終會願得償。

小羔羊，願你意志似驕陽，
山崗上，挑戰露冷風霜，
小羔羊，遇到挫折要堅強，
應該像，雛鳥學翱翔。

人如水那可量，提防荊棘魔障，
你要分清邪正，慧眼明亮，
迷途的小羔羊，如能分清方向，
你放心天涯去，終會願得償。
你放心天涯去，終會願得償。",KKBOX.com
102,1982,難忘您·紙船,Full,寶麗多,紙船,,許冠傑,許冠傑,許冠傑,,,,,"路經海邊見隻小船 懷人萬里心暗酸
異鄉的她腦海湧現 如何把相思串
拾起張紙摺隻小船 徐徐地放於水面
靜心閉目許個願 船兒匆匆飄遠
望船實踐我這個願 遙遙長路也不倦
直去到她身邊 只求跟她一見
若她終於見隻紙船 盤旋夢裡千百轉
望她珍惜當中意義 齊齊把相思串

拾起張紙摺隻小船 徐徐地放於水面
靜心閉目許個願 船兒匆匆飄遠
望船實踐我這個願 遙遙長路也不倦
直去到她身邊 只求跟她一見
若他終於見隻紙船 盤旋夢裡千百轉
望她珍惜當中意義 齊齊把相思串

若她一天見隻紙船 盤旋夢裡千百轉
望她珍惜當中意義 齊齊把相思串",KKBOX.com
103,1982,難忘您·紙船,Full,寶麗多,是你那一吻,,許冠傑,馮添枝,林敏驄,,,,,"是您那一吻 令我心都震 還叫我心中喜不禁
是您那顆真心 使我重企的穩 是您令我想抱得緊

是您那一吻 令我心中激奮 還與我手相牽心相允
令我珍惜今天 永遠在我身邊 是您在我心深印

誰令我 此刻 充滿種種懷念
誰令我 突然癡癡 咁笑一陣

是您那一吻 令我心中興奮 情往我手中輕輕滲
是您那種天真 使我沒有傷感 是您在我心深印

誰令我 此刻 充滿種種懷念
誰令我 突然癡癡 咁笑一陣

是您那一吻 令我心中興奮 情往我手中輕輕滲
是您那種天真 使我沒有傷感 是您在我心深印

是您那一吻 令我心中激奮 還與我手相牽心相韻
令我珍惜今天 永遠在我身邊 是您在我心深印

是您在我心深印",KKBOX.com
104,1982,難忘您·紙船,Full,寶麗多,愛像黃昏,,許冠傑,許冠傑,黎彼得,,,,,"夕陽隨著我心寸寸地下沉 懷念到別了的妳添傷感
舊情猶像眼底幻變的光陰 萬千崔燦匆匆帶走像黃昏

白雲才合乍分片片在運行 浮現了逝去的愛多繽紛
願能迷幻變真舊愛可翻新 結他輕奏當天那首抒情樂韻

懷緬海灘的擁吻 熱愛在無聲互印 同您每一刻都感到興奮
時常令我拋開抑鬱痛苦 解去悶困

熱情仍在我心每夜在夢魂 無奈我半點施予都不敢
未能回復信心誤了好光陰 愛火彷似天變美景光明漸暗

懷緬海灘的擁吻 熱愛在無聲互印 同您每一刻都感到興奮
時常令我拋開抑鬱痛苦 解去悶困

熱情仍在我心每夜在夢魂 無奈我半點施予都不敢
未能回復信心誤了好光陰 愛火彷似天變美景光明漸暗

愛火彷似天變美景光明漸暗",KKBOX.com
105,1982,難忘您·紙船,Full,寶麗多,昨天,,許冠傑,許冠傑,許冠傑,,,,,"昨天 每朵鮮花都一一為我展
沒有悲傷哭泣美景常見 凡事總會獲如願
昨天 您的聲音都每刻在耳邊
伴一起雙雙併肩同勉 共你恩愛又纏綿

昨天 每顆星星都彷似為我閃
但那光輝今天再難復見 甜蜜往事成片段
到今天 您的聲音都不再在耳邊
逝去溫馨此刻巳難復見 曾下允諾難兌現

昨天 我的膽色充足敢於冒險
但那心境今天變得柔軟 人亦感到極疲倦
到今天 每首悲歌都一一為我選
但覺今非昔比嘆息人事變 令我感慨念從前

昨天 每顆星星都彷似為我閃
但那光輝今天再難復見 甜蜜往事成片段
到今天 您的聲音都不再在耳邊
逝去溫馨此刻巳難復見 曾下允諾難兌現

昨天 我的膽色充足敢於冒險
但那心境今天變得柔軟 人亦感到極疲倦
到今天 每首悲歌都一一為我選
但覺今非昔比嘆息人事變 令我感慨念從前",KKBOX.com
106,1982,難忘您·紙船,Full,寶麗多,知恥近乎勇,,許冠傑,許冠傑,黎彼得,,,,,"雲海中多變多波動 人生的際遇也相同
縱使今日兩手空 他朝可變做富翁
毋追憶失去的好夢 何必講往日既英雄
眼底草木正青葱 知恥近乎勇

成功憑沉默耕種 有希望 人就覺輕鬆
心中能忘掉苦痛 趁機會 平步上高峰 靠自己操縱

人本身總有他的用 唔應該去做應聲蟲
縱使今日未見通 始終都會度到通
雲海中多變多波動 人生的際遇也相同
理想握在你手中 知恥近乎勇

成功憑沉默耕種 有希望 人就覺輕鬆
心中能忘掉苦痛 趁機會 平步上高峰 靠自己操縱

人本身總有他的用 唔應該去做應聲蟲
縱使今日未見通 始終都會度到通
雲海中多變多波動 人生的際遇也相同
理想握在你手中 知恥近乎勇",KKBOX.com
107,1983,最佳拍檔之大顯神通,Full,寶麗多,跟佢做個 Friend,,許冠傑,許冠傑,許冠傑,,,,,"跟佢做個Friend 驚都咪使驚
我要執得好正 著恤衫反起領
Un嚇Un嚇似足撐艇
跟佢做個Friend 把口要好聽
讚佢生得好靚 對佢打雀噉眼
拖到手仔我就靈
（反復）認真羅命 認真羅命
越見得多佢佢越正
買只戒指鑲番粒鑽石 唔話佢聽
認真羅命 認真羅命
問我點解冇放大鏡
哎 佢話嫌細夾阻佢定
跟佢做個Friend Friend過打Band
佢唱歌聲好靚 我結他甩左柄
兩個跳舞認真搶境
跟佢做個Friend 驚親兩分驚
有雨札緊遮柄 咪個沙煲亂掟
知己可以做成

稍等一下

認真羅命 認真羅命
越見得多佢佢越正
教佢查車溫戲黎做 除笨有精
認真羅命 認真羅命
望見的彎佢猛亂掟
唉 我連隨嗌阿媽救命 Wooo
跟佢做個Friend Walkman兩份聽
去咖啡彎撐艇 再轉車出粉嶺
兩個吃曬一打西餅——（反復）
跟佢做個Friend 驚親兩分驚
有雨札緊遮柄 咪個沙煲亂掟
知己可以做成
有雨札緊遮柄 咪個沙煲亂掟
知己可以做成",KKBOX.com
108,1983,最佳拍檔之大顯神通,Full,寶麗多,這一種感覺,,許冠傑,許冠傑,許冠傑,,,,,"這一種感覺問我怎麼去形容 竟不知不覺被它深深操縱
這一種感覺令人心急速的跳動 歡欣滿面如沐春風
這一種感覺令我消失了倦容 整天的工作亦覺得一身輕鬆
這一種感覺像存心把我戲弄 冬天已近還未知凍

妳會話是我心理作用 就算解釋妳恐怕難會懂
唯願 願我可永伴妳 永遠身處這感覺之中

這一種感覺像猛火一片熊熊 像風的奔放又似水波般洶湧
這一種感覺像場溫馨的美夢 祗感快樂忘盡苦痛
這一種感覺像法寶的確唔同 令膽小的我又變得相當英勇
這一種感覺像漩渦把我轉動 不可理喻難料得中

妳會話是我心理作用 就算解釋妳恐怕難會懂
唯願 願我可永伴妳 永遠身處這感覺之中

這一種感覺像猛火一片熊熊 像風的奔放又似水波般洶湧
這一種感覺像場溫馨的美夢 祗感快樂忘盡苦痛

祗感快樂忘盡苦痛",KKBOX.com
109,1983,最佳拍檔之大顯神通,Full,寶麗多,共妳常為伴,,許冠傑,馮添枝,鄭國江,,,,,"共妳常為伴，時時開心不會悶，
若果肯跟我相伴，在心中霸地盤，
共妳常為伴，成為忠心伙伴，
願意一起挽手渡，人生的一半。

共妳常為伴，求能開解心裡悶，
願可分擔妳心事，用真心作後援，
共妳常為伴，求能將心交換，
打開心窗說真話，情感的不滿。

心中麻煩共苦惱，我願分一半，
幸運，甜蜜共快樂，努力為妳搬。

共妳常為伴，唯求今生不再換，
大家真心永不二，同敲快樂門，
大家真心永不二，同敲快樂門，

心中麻煩共苦惱，我願分一半，
幸運，甜蜜共快樂，努力為妳搬。
共妳常為伴，唯求今生不再換，
大家真心永不二，同敲快樂門，

他朝榮譽共歡笑，我願分一半，
日後行前或退後，我願讓妳管，
共妳常為伴，成為終身伙伴，
共妳一起進入人生快樂門。
共妳一起進入人生快樂門。",KKBOX.com
110,1983,最佳拍檔之大顯神通,Full,寶麗多,在回憶中,,許冠傑,Andrew Lloyd Webber,黎彼得,Memory,,,,"◎◎◎◎
◎◎◎
◎◎
◎
看見 在腦海裡又看見
共妳相愛那冬天 倆家初初見面
熱的心田 在冷冰箱中都感溫暖
在回憶中 日日看見

看見 夢裡彷似又看見
共妳相愛那春天 倆家歡欣笑面
萬語千言 互訴心曲把真心相獻
在回憶中 夜夜看見

又憶夏日 像火炎炎
烈日當空 嬉戲海邊
與妳挽手 跑去被熱浪捲
美景依稀在眼前

片片 又見楓葉片片
共妳相愛那秋天 每天必須見面
夜間失眠 為妳寫詩篇寫多少篇
在回憶中 落葉片片


又憶夏日 像火炎炎
烈日當空 嬉戲海邊
與妳挽手 跑去被熱浪捲
美景依稀在眼前

再見 逝去的往事再見
但我知道有一天 妳會終於發現
我的痴情 地老天荒都始終不變
在回憶中 又再見",KKBOX.com
111,1983,最佳拍檔之大顯神通,Full,寶麗多,茫茫前路,,許冠傑,鷺巢詩郎,許冠傑,夢追い,,,,"茫茫前路 就是我命途
疑雲密佈 我隻身上路
遙望遠方那看得到
這一刻裡未會知道
縱使困惑 我不應給它嚇倒

茫茫前路 路上滿是岐途
如何覓路向 那處找記號
如若勇敢我會找到
我必不致墮進圈套
縱使艱辛 也必要體驗到

那怕雪花飛舞 那怕水深山高
人就要做到老 學到老 不信命數
那怕知識深奧 那怕細胞消耗
人就要做到老 學到老 不要逃

茫茫前路 但願我莫迷途
前行邁進 我仰首闊步
懷著信心已有分數
困憂苦惱盡已一掃
無窮美夢 我必會找到

那怕雪花飛舞 那怕水深山高
人就要做到老 學到老 不信命數
那怕知識深奧 那怕細胞消耗
人就要做到老 學到老 不要逃

茫茫前路 但願我莫迷途
前行邁進 我仰首闊步
懷著信心已有分數
困憂苦惱盡已一掃
無窮美夢 我必會找到

無窮美夢 我必會找到",KKBOX.com
112,1983,最佳拍檔之大顯神通,Full,寶麗多,美麗的片段,,許冠傑,許冠傑,許冠傑,,,,,"感到惘然又覺瘋癲 怎會突然共你相戀
共您前幾天初次相見 今晚熱情像那火焰

仿似突然墮進深淵 不見盡頭在那一端
但覺在一起感到溫暖 不似往日般睏倦

良宵苦短 簾外雨點點灑不斷
這一刻祗有一個願 就是靜臥您身邊
情的開端 誰願去把愛根剪斷
暫且不理何時夢會完 留待那陣至心酸

就算這段情或有一天
不再復存逝似輕煙
就算大家終於要疏遠
我將永記住這片段
這個美麗的片段

仿似突然墮進深淵 不見盡頭在那一端
但覺在一起感到溫暖 不似往日般睏倦

良宵苦短 簾外雨點點灑不斷
這一刻祗有一個願 就是靜臥您身邊
情的開端 誰願去把愛根剪斷
暫且不理何時夢會完 留待那陣至心酸

就算這段情或有一天
不再復存逝似輕煙
就算大家終於要疏遠
我將永記住這片段
這個美麗的片段",KKBOX.com
113,1983,最佳拍檔之大顯神通,Full,寶麗多,是雨？是淚？,,許冠傑,許冠傑,許冠傑,,,,,"滴滴雨點 彷彿似流淚
滴在我冰冷的身軀
看看手中那玉墜 家中的她已熟睡
漸漸覺得眼眶濕遍 是雨？是淚？

舊日與她 愛深沒愁慮
共渡困苦雨打風吹
今天的她怨受罪 不想把她再負累
立定決心離家他方去 夜雨伴隨

想起當初雙依雙對 心不禁唏噓
想起當初一切夢想 破滅那堪追
祝福她找得好鴛侶 不必再空虛
但願她今生多歡趣

道別我手中 她的玉墜
便擲向街角的一堆廢堆
抹去眼眶的雨或淚
「再見我走了！您繼續睡！」
就讓雨把往昔都衝去 莫怨恨誰

想起當初雙依雙對 心不禁唏噓
想起當初一切夢想 破滅那堪追
祝福她找得好鴛侶 不必再空虛
但願她今生多歡趣

滴滴雨點 彷彿似流淚
滴在我冰冷的身軀
看看手中那玉墜 家中的她已熟睡
漸漸覺得眼眶濕遍 是雨？是淚？",KKBOX.com
